Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
1249,Bauliche Anlage,Kreis Steinburg,Kleve,Gut Krummendiek 8,Gut Krummendiek: Scheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1249.jpg
27485,Gründenkmal,Kreis Steinburg,Kleve,Gut Krummendiek 8,Gutspark Krummendiek,"Gutspark Krummendiek; Mitte 18. Jh.; 4 ha großer, den Gutshof umgebener Park mit Wassergraben; drei Lindenalleen, Hoflinden hinter dem Torhaus","Geschichtlich, Künstlerisch, Kulturlandschaftlich","Gutspark Krummendiek, nördliche, östliche, westliche Lindenallee, Hoflinden hinter dem Torhaus",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27485.jpg
41043,Sachgesamtheit,Kreis Steinburg,Kollmar,"Große Kirchreihe 11, Große Kirchreihe",Kirche Kollmar,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Gusseisenpforte, Lindenkranz (Große Kirchreihe); ehem. Pastorat (Große Kirchreihe 11)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41043.jpg
22550,Bauliche Anlage,Kreis Steinburg,Kollmar,Bielenberg 6,Berghof,"Berghof; 1674/75; Kreuzhallenhaus von 14 Fach, Außenwände massiv erneuert, westliches Sommerhus im Kern nach 1706, Reetdach; mit ehem. Hühnerstall","Geschichtlich, Kulturlandschaftlich","'Berghof', ehem. Hühnerstall",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22550.jpg
30982,Bauliche Anlage,Kreis Steinburg,Kollmar,Bielenberg 8,Bauernhaus Talhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30982.jpg
30784,Bauliche Anlage,Kreis Steinburg,Kollmar,Deichreihe 1,Durchfahrtsscheune,"Durchfahrtscheune; 1890.; Backsteinbau, Zweiständerkonstruktion mit 9 Fach und reetgedecktem Halbwalmdach, südlich Göpelschauer","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich","Durchfahrtsscheune, Göpelschauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30784.jpg
8427,Bauliche Anlage,Kreis Steinburg,Kollmar,Große Kirchreihe 11,ehem. Pastorat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),
2617,Bauliche Anlage,Kreis Steinburg,Kollmar,Große Kirchreihe,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2617.jpg
8432,Bauliche Anlage,Kreis Steinburg,Kollmar,Kleine Kirchreihe 14,Kate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
8446,Bauliche Anlage,Kreis Steinburg,Kollmar,Schulstraße 30,Kate,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
26961,Bauliche Anlage,Kreis Steinburg,Kollmar,Steindeich 12,Leuchtfeuer,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26961.jpg
19741,Gründenkmal,Kreis Steinburg,Kollmar,Große Kirchreihe,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Gusseisenpforte, Lindenkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19741.jpg
51297,Sachgesamtheit,Kreis Steinburg,Krempdorf,Dorfstraße 19,Hofanlage Dorfstraße 19,"Hofanlage; 1927, Architekt Witt; Wohnhaus in konservativen Formen des Heimatschutzstils, Backsteinbau auf Natursteinsockel, rückwärtig angeschlossenes Wirtschaftsgebäude A. 20. Jh., beide Gebäude mit Mansardwalmdächern","Geschichtlich, Kulturlandschaftlich","Wohnhaus, Wirtschaftsgebäude",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/51297.jpg
30776,Bauliche Anlage,Kreis Steinburg,Krempdorf,Dorfstraße 19,Wohnhaus,"Wohnhaus; 1927, Architekt Witt; Backsteinbau in konservativen Formen des Heimatschutzstils, eingeschossig auf hohem Natursteinsockel, ausgebautes Mansardwalmdach","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30776.jpg
30773,Bauliche Anlage,Kreis Steinburg,Krempdorf,Dorfstraße 77,Fachhallenhaus,"Fachhallenhaus; 1858; reetgedecktes Wohn- und Wirtschaftsgebäude in Ziegelbauweise unter Halbwalmdach, Friesgliederung an Traufe und Ortgang, Baumreihe vor südwestlicher Traufkante","Geschichtlich, Kulturlandschaftlich","Fachhallenhaus, Baumreihe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30773.jpg
41044,Sachgesamtheit,Kreis Steinburg,"Krempe, Stadt",Am Kirchhof,Kirche St. Peter,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Peter mit Ausstattung, Kirchhof, Baumbestand",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41044.jpg
41045,Sachgesamtheit,Kreis Steinburg,"Krempe, Stadt",Birkenweg,Friedhof Krempe,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Friedhofskapelle, Friedhofstor",
4088,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Kirchhof,Kirche St. Peter mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4088.jpg
3315,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt 1,Rathaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3315.jpg
3308,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt 7,Wohn- und Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3309,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt 8,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3310,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt 9,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3311,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt 10,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3311.jpg
3312,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt 11,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3313,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Markt,Kandelaber auf dem Marktplatz,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3313.jpg
9789,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Am Mühlenberg u.a.,Wasserturm,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9789.jpg
3314,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Birkenweg,Friedhofskapelle,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3314.jpg
9802,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Birkenweg,Friedhofstor,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9802.jpg
9791,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Breite Straße 32,Remise der Alten Apotheke,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9791.jpg
9792,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Breite Straße 50,Wohnhaus,"Wohnhaus; 1898; repräsentativer zweigeschossiger Putzbau unter weit auskragendem Pyramidendach, reiche Putzgliederung, herausragende Innenausstattung","Geschichtlich, Künstlerisch, Städtebaulich","Wohnhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9792.jpg
6781,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Neuenbrooker Straße 40,Schmerländer Mühle,"Schmerländer Mühle; 1866, Jürgen Herrmann Mohr; unterbauter Galerieholländer, Achtkant im Innern, Flügel demontiert; zweigeschossiges Nebengebäude angebaut","Geschichtlich, Kulturlandschaftlich, Städtebaulich, Technisch","Schmerländer Mühle, Nebengebäude",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6781.jpg
2790,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Neue Straße 8,Villa,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich","Villa, Villengarten",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2790.jpg
3316,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Rathausstraße 18,Wohnhaus (Königshof),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3316.jpg
3318,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Reichenstraße 1,Alte Apotheke,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3318.jpg
3319,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Stiftstraße 1,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3319.jpg
3320,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Stiftstraße 16 a,ehem. Amtsgericht,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3320.jpg
9798,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Stiftstraße 16,ehem. Amtsrichterwohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9798.jpg
9799,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Stiftstraße 17,Villa,"Villa; 1905; zweigeschossiger repräsentativer Putzbau mit zahlreichen Risaliten, mit Schmuckformen des Jugendstils, reiche Dachlandschaft","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9799.jpg
6711,Bauliche Anlage,Kreis Steinburg,"Krempe, Stadt",Stiftstraße 21,Eishaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9787,Gründenkmal,Kreis Steinburg,"Krempe, Stadt",Am Kirchhof,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Baumbestand",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9787.jpg
9790,Gründenkmal,Kreis Steinburg,"Krempe, Stadt",Am Mühlenberg u.a.,Wallanlage,Alteintragung (Aktualisierung vorgesehen),Geschichtlich,"Wallanlage, Burggraben",
41046,Sachgesamtheit,Kreis Steinburg,Krummendiek,Dorfstraße,Kirche St. Georg,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Georg mit Ausstattung, Glockenstuhl, Kirchhof, Grabmale bis 1870",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41046.jpg
1542,Bauliche Anlage,Kreis Steinburg,Krummendiek,Dorfstraße,Kirche St. Georg mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich","Kirche St. Georg mit Ausstattung, Glockenstuhl",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1542.jpg
19690,Gründenkmal,Kreis Steinburg,Krummendiek,Dorfstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19690.jpg
30082,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Breitenburger Straße 23,ehem. Rathaus,"ehem. Rathaus; 1896; ein- bis zweigeschossiger historistischer Backsteinbau, schiefergedecktes Satteldach mit Freigespärre","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30082.jpg
5183,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Dorfstraße 11,Alsenhof: Pferdestall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/5183.jpg
22057,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Dorfstraße 11 - 15,Alsenhof: Vorplatz,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22057.jpg
9785,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Dorfstraße 13,Alsenhof: Kuhhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9785.jpg
9786,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Dorfstraße 15,Alsenhof: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9786.jpg
13538,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Dorfstraße 20,Feuerwache Lägerdorf (ehem. Hermann-Göring-Heim),Alteintragung (Aktualisierung vorgesehen),Geschichtlich,gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13538.jpg
9091,Bauliche Anlage,Kreis Steinburg,Lägerdorf,Stiftstraße 21,Lutherkirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9091.jpg
6779,Bauliche Anlage,Kreis Steinburg,Landrecht,Bischof 4,Husmannshus,"Husmannshus; 1764 (i), um 1800 erweitert; reetgedecktes Fachhallenhaus in Ziegelbauweise unter Satteldach mit Halbwalm, Vordiele und ehem. Heckschur, zweigeschossiger Wohnteil; Warft mit Graben, zwei Hausbäume, Grabmal","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Wissenschaftlich","Husmannshus, Warft, Graben, zwei Hausbäume, Grabmal",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6779.jpg
1521,Bauliche Anlage,Kreis Steinburg,Landrecht,Bischof 10,Husmannshus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1522,Bauliche Anlage,Kreis Steinburg,Landrecht,Bischof 10,Bargscheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
6397,Bauliche Anlage,Kreis Steinburg,Landrecht,Bischof 10,Feldsteinpflaster,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1536,Bauliche Anlage,Kreis Steinburg,Landrecht,Kasenort,Klappbrücke,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1536.jpg
5184,Bauliche Anlage,Kreis Steinburg,Landrecht,Kasenort,Schleusenanlage,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/5184.jpg
30980,Bauliche Anlage,Kreis Steinburg,Lockstedt,Dorfstraße 11,Fachhallenkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
1523,Bauliche Anlage,Kreis Steinburg,Münsterdorf,Am Brunnen 41,Gutsarbeiterhaus,"Gutsarbeiterhaus; Ende 19. Jh.; reetgedeckter Ziegelbau unter Satteldach mit Halbwalm, traufseitig Zwerchgiebel mit Eingangsportalen, eingenischt mit vorgestellten Holzstützen","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Gutsarbeiterhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1523.jpg
5156,Bauliche Anlage,Kreis Steinburg,Münsterdorf,Kirchenstraße,Kirche St. Anschar mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/5156.jpg
41048,Sachgesamtheit,Kreis Steinburg,Neuenbrook,Hauptstraße,Kirche St. Katherinen,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Katherinen mit Ausstattung, Kirchhof, Grabmale bis 1870, Lindenkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41048.jpg
37414,Sachgesamtheit,Kreis Steinburg,Neuenbrook,"West 3, 13, 21, 29, 33, 35, 39, 41, 44, 45",Siedlung Neuenbrook West,"Siedlung Neuenbrook West, auf Gründung im 13. Jh. zurückgehende regulare Anlage und Eindeichung, giebelständige Fachhallenhäuser des 17. Jhs., Erweiterungen  und Folgebestand des 19. u. frühen 20. Jhs.","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich","Fachhallenkate mit Nebengebäude (West 3), Fachhallenhäuser (West 13, 21, 29, 33 (mit gepflasterten Hofplatz), 35, 39, 44, 45)",
4102,Bauliche Anlage,Kreis Steinburg,Neuenbrook,Hauptstraße,Kirche St. Katherinen mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4102.jpg
9840,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 21,Kate,"Fachhallenkate vermutlich 17. Jh., giebelständig mit reetgedeckten Satteldach, Backsteinaußenmauern 19. Jh.","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9840.jpg
6895,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 29,Fachhallenhaus,"Fachhallenhaus von 1560, giebelständig mit eternitgedeckten Satteldach, Backsteinaußenmauern 19. Jh.","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6895.jpg
6776,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 33,Fachhallenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6776.jpg
28277,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 33,gepflasterter Hofplatz,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28277.jpg
6897,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 35,Fachhallenhaus,"Fachhallenhaus im Kern vermutlich 17./18. Jh., giebelständig mit eternitgedeckten Satteldach,  Backsteinaußenmauern 1887, Stuckgliederung","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6897.jpg
6898,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 39,Fachhallenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),
6900,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 44,Fachhallenhaus,"Fachhallenhaus im Kern vermutlich 17. Jh., giebelständig mit reetgedeckten Halbwalmdach, Backsteinaußenmauern 19. Jh., Querflügel und Erker 1916","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6900.jpg
6901,Bauliche Anlage,Kreis Steinburg,Neuenbrook,West 45,Fachhallenhaus,"Fachhallenhaus im Kern 1680/81, giebelständig mit reetgedeckten Satteldach, Backsteinaußenmauern um 1900 und jünger","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6901.jpg
10239,Gründenkmal,Kreis Steinburg,Neuenbrook,Hauptstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Lindenkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10239.jpg
41055,Sachgesamtheit,Kreis Steinburg,Neuendorf b. Elmshorn,Kirchdorf 24,Kirche St. Trinitatis,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Trinitatis mit Ausstattung, Kirchhof, Grabmale bis 1870, Gusseisenpforte, Baumkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41055.jpg
